Season,Episode,Category,Value,Question,Answer
40,8995,WRITER-DIRECTORS,$400,"Quentin Tarantino wrote dialogue for this Denzel-Hackman submarine movie; the Silver Surfer art argument scene, just maybe",Crimson Tide
40,8995,DROP IN,$400,"Drop ""in"" from the end of a synonym for start & get this verb that goes with ""borrow or steal""",beg (from begin)
40,8995,U.S. AREAS & TERRITORIES,$800,"Though theolive branch does rep peace, the arrowsof this Antillean territory are for its three large land masses",the U.S. Virgin Islands
40,8995,IT'S ALL GREEK MYTH TO ME,$800,"Using his chops on the lyre to charm this canine guard of Hades, Orpheus was able to enter & attempt to rescue Eurydice",Cerberus
40,8995,TIME FOR SCIENCE,$800,"Carbon atoms can form 4 of these with other atoms; in carbene molecules, they form just 2",bonds
40,8995,THE ROARING '20s,$800,"By 1920 bobbed hair was becoming a big thing, so much so that he wrote the short story ""Bernice Bobs Her Hair""",Fitzgerald
40,8995,WRITER-DIRECTORS,$800,"JCR (John C. Reilly) & PSH (Philip Seymour Hoffman) had associations with PTA (this director) going back to ""Hard Eight""",Paul Thomas Anderson
40,8995,DROP IN,$800,"Steal ""in"" from a Hood who stole to get this synonym for steal",rob (from Robin)
40,8995,U.S. AREAS & TERRITORIES,$1200,"The Latin phrase ""Joannes est nomen ejus"", meaning ""Juan is its name"", is on this commonwealth's seal",Puerto Rico
40,8995,IT'S ALL GREEK MYTH TO ME,"DD: $3,000","This name applied to  a sea monster with 12 feet & 6 heads, each head containing 3 rows of  sharklike teeth, or just a rock",Scylla
40,8995,TIME FOR SCIENCE,$1200,The dynamo theory says that movement of liquid iron in Earth's core creates this protective blanket around the planet,magnetic field
40,8995,THE ROARING '20s,$1200,"Named for a city,thisdance swept the nation",the Charleston
40,8995,WRITER-DIRECTORS,$1200,Everything about this sci-fi epic that Francis Ford Coppola began writing in 1983 & premiered at Cannes in 2024 is big,Megalopolis
40,8995,DROP IN,$1200,"A word meaning added together subtracts its ""in"" to get this word for what you did to your hair",combed (from combined)
40,8995,U.S. AREAS & TERRITORIES,$1600,"Despite the name, these birds aren't dumb--the masked & brown types make their homes on Johnston Atoll, a Nat. Wildlife Refuge",boobies
40,8995,IT'S ALL GREEK MYTH TO ME,$1600,"With a little help from Apollo during the Trojan War, this prince shot an arrow into Achilles' heel, killing him",Paris
40,8995,TIME FOR SCIENCE,$1600,"Most elements exist in multiple forms called these; beyond No. 83 on the periodic table, there are no stable ones",isotope
40,8995,THE ROARING '20s,$1600,"This ""saintly"" resort town in the Alps hosted 25 countries for the 1928 Winter Olympics",St. Moritz
40,8995,WRITER-DIRECTORS,$1600,"The TV series ""Queen Sugar"" is fromthisauteur who also directed ""Selma""",Ava DuVernay
40,8995,DROP IN,$1600,"Lose ""in"" from a small statuette to get this shape of the human body",figure (from figurine)
40,8995,U.S. AREAS & TERRITORIES,$2000,"Swains Island, part of this territory south of the equator, was claimed by Eli Jennings in 1856 & has remained in the family since",American Samoa
40,8995,IT'S ALL GREEK MYTH TO ME,$2000,"A skilled yet boastful artisan, she was transformed into a spider after challenging Athena to a weaving contest",Arachne
40,8995,TIME FOR SCIENCE,$2000,"Early electronics used bulky vacuum tubes; beginning in the late 1940s, these compact successors made things portable",transistor
40,8995,THE ROARING '20s,$2000,In 1926 this L.A. evangelist was the subject of a scandal when she disappeared for a month & claimed to have been kidnapped,Aimee Semple McPherson
40,8995,WRITER-DIRECTORS,$2000,"TV's ""Sense8"", which followed 8 psychically connected people, was from the ""Matrix"" siblings with this last name",Wachowski
40,8995,DROP IN,"DD: $2,000","Kick both ""in""s out of a 2-word principal route of a railroad to get this gendered 4-letter word",male (from main line)
40,8994,SCIENTIFIC DISCOVERIES,$200,Calculations by Urbain Le Verrier were integral to the discovery of this ice giant that was observed in 1846,Neptune
40,8994,STARS WE LOST LAST YEAR,$200,Yo!Burt Youngplayed Adrian's brother Paulie for the first time in this 1976 film; it would not be the last,Rocky
40,8994,ALL APOLOGIES,$200,"Beg this? Eisenhower generously gave 1,110 of 'em",pardon
40,8994,STATE HOLIDAYS,$200,"This state, the home of Betsy Ross, is the only one that celebrates Flag Day as an official legal holiday",Pennsylvania
40,8994,MOUTH TO MOUTH,$200,"Idiomatically, something said to come straight from this beastly location is from the most reliable source",the horse's mouth
40,8994,CLASSIC POEMS' ENDINGS,$200,"""Mighty Casey has struck out""","""Casey at the Bat"""
40,8994,SCIENTIFIC DISCOVERIES,$400,This German discoverer of the 3 laws of planetary motion also invented a valveless gear pump,Kepler
40,8994,STARS WE LOST LAST YEAR,$400,"He was the C in CSNY, whose 1970 album ""Déjà Vu"" was called ""a virtual loyalty oath to the counterculture"" by the N.Y. Times",David Crosby
40,8994,ALL APOLOGIES,$400,"These, ""I've had a few, but then again, too few to mention""; you ""send"" them when turning down an invitation",regrets
40,8994,STATE HOLIDAYS,$400,In 2021 Arizona made August 14 a legal state holiday to honor this tribe's indigenous code talkers from World War II,the Navajo
40,8994,MOUTH TO MOUTH,$400,The white interior of a water moccasin'smouthgives it this alternate name,a cottonmouth
40,8994,CLASSIC POEMS' ENDINGS,$400,"""I took the one less traveled by, and that has made all the difference""","""The Road Not Taken"""
40,8994,SCIENTIFIC DISCOVERIES,$600,British physicist Sir J.J. Thomson discovered this subatomic particle in 1897,electron
40,8994,STARS WE LOST LAST YEAR,$600,"Melinda Dillon graced such films as ""Close Encounters"", ""Slap Shot"" &, as Mother Parker, this 1983 holiday classic",A Christmas Story
40,8994,ALL APOLOGIES,$600,"It's ""the classic game of sweet revenge""",Sorry!
40,8994,STATE HOLIDAYS,$600,In 2023 Governor Hochul signed legislation making this Hindu festival of lights a school holiday in New York City,Diwali
40,8994,MOUTH TO MOUTH,$600,"This character in ""2001: A Space Odyssey"" reads the lips of the astronauts, who think they are talking privately",HAL
40,8994,CLASSIC POEMS' ENDINGS,$600,"""Rage, rage against the dying of the light""","""Do not go gentle into that good night"""
40,8994,SCIENTIFIC DISCOVERIES,$800,This Frenchman was practicing medicine without a license when he tried out his rabies vaccine on a boy in 1885,Pasteur
40,8994,STARS WE LOST LAST YEAR,$800,"As 2 very different cops, Andre Braugher brought the drama to ""Homicide"" &, playing Captain Raymond Holt, the funny to this NYC-set sitcom",Brooklyn Nine-Nine
40,8994,ALL APOLOGIES,$800,"Oh, I ""C"", this adjective means chastened or penitent",contrite
40,8994,STATE HOLIDAYS,$800,"Iowa honors this president with a special day, the Sunday that falls closest to August 10, his birthday",Hoover
40,8994,MOUTH TO MOUTH,$800,"In Jewish folklore, when a sacred word written on paper was placed in the mouth of one of these, the creature would come to life",a golem
40,8994,CLASSIC POEMS' ENDINGS,$800,"""All mimsy were the borogoves, and the mome raths outgrabe""","the ""Jabberwocky"""
40,8994,SCIENTIFIC DISCOVERIES,$1000,"Astronomer Vera Rubin said, ""In a spiral galaxy, the ratio of dark-to-light"" this ""is about a factor of 10""",matter
40,8994,STARS WE LOST LAST YEAR,$1000,"2 decades after her early fame, from 1984 to 1986 she had 10 Top 40 hits, including ""It's Only Love"", a duet with Bryan Adams",Tina Turner
40,8994,ALL APOLOGIES,$1000,This 2-word Latin phrase is a formal way to acknowledge fault,mea culpa
40,8994,STATE HOLIDAYS,$1000,"April 2 is Pascua Florida Day, celebrating his arrival in what's now Florida",Ponce de León
40,8994,MOUTH TO MOUTH,$1000,The Shatt al-Arab River in southeastern Iraq is formed where the mouths of these 2 rivers meet at the town of Al-Qurnah,Tigris & Euphrates
40,8994,CLASSIC POEMS' ENDINGS,"DD: $1,000","""Noble six hundred!""","""The Charge of the Light Brigade"""
40,8994,THAT'S AN EXECUTIVE ORDER,$400,"President Biden's Oct. 30, 2023 order on the development & use of this noted its ""extraordinary potential for both promise and peril""",artificial intelligence
40,8994,THE II,$400,"John Adams II served as an aide to this man, his father, & got to get married at the White House in 1828",John Quincy Adams
40,8994,SONGS FROM THE MOVIE SOUNDTRACK,$400,"Just 2 of its 4 No. 1s were ""If I Can't Have You"" & ""How Deep Is Your Love""",Saturday Night Fever
40,8994,FOOD HISTORY,$400,It's not anything space-y but a malted dairy product that gave its name to this candy bar first sold in 1924,Milky Way
40,8994,WORLD CITIES,$400,"FDR became the first president to fly while in office when he attended a conference in this African city, sweetheart",Casablanca
40,8994,"3 ""O""s",$400,Here's an actual one of these at a space center in Houston,Moon rock
40,8994,THAT'S AN EXECUTIVE ORDER,$800,"Lincoln's order of Sept. 3, 1864 gave thanks to General Sherman & his ""gallant"" troops for their capture of this city",Atlanta
40,8994,THE II,$800,"This guy II knew something about cars, like when he brought the Thunderbird to market",Henry Ford (II)
40,8994,SONGS FROM THE MOVIE SOUNDTRACK,$800,"""I Believe I Can Fly"" got things animated in this 1996 film",Space Jam
40,8994,FOOD HISTORY,$800,"Sam Panopoulos gave this name to the pizza he created; it's been called a ""Canadian treasure"" & ""a Polynesian perversion""",a Hawaiian pizza
40,8994,WORLD CITIES,$800,Istanbul's European & Asian sides are separated by this strait,Bosphorus
40,8994,"3 ""O""s",$800,"These performers can bend over backwards, literally, & twist their bodies in all kinds of unusual ways",contortionist
40,8994,THAT'S AN EXECUTIVE ORDER,$1200,"During the Korean War, Harry Truman ordered a takeover of the industry making this vital alloy; the Supreme Court said no",steel
40,8994,THE II,$1200,Shakespeare's play about this king deposed in 1399 was staged in 1601 as part of a feeble rebellion against Queen Elizabeth I,Richard II
40,8994,SONGS FROM THE MOVIE SOUNDTRACK,$1200,"""Sunflower"" by Post Malone & Swae Lee brightened up this 2018 installment in the ""Spider-Man"" franchise",Into the Spider-Verse
40,8994,FOOD HISTORY,$1200,"ThisBritish dessert was first used to liven up some leftover cake with booze; its name also means ""something of little significance""",a trifle
40,8994,WORLD CITIES,"DD: $3,000",It's France's oldest city & its main seaport,Marseille
40,8994,"3 ""O""s",$1200,"Seenherein full bloom, it's the state tree of Virginia as well as its state flower",dogwood
40,8994,THAT'S AN EXECUTIVE ORDER,"DD: $2,500","Martin Van Buren's first order, March 7, 1837, commanded the surgeon general to accompany this ailing man headed home to Tennessee",Andrew Jackson
40,8994,THE II,$1600,"A 16th century Antwerp artist was a re-Pieter, sometimes known by this name II",Bruegel
40,8994,SONGS FROM THE MOVIE SOUNDTRACK,$1600,"Curtis Mayfield's ""Pusherman"" & ""Freddie's Dead"" are cuts from the uber-cool soundtrack of this 1972 movie",Superfly
40,8994,FOOD HISTORY,$1600,"Andrew Zimmern's website notes that this portmanteau of a dish goes by the moniker ""three-bird roast"" in the United Kingdom",the turducken
40,8994,WORLD CITIES,$1600,"The operetta ""The Student Prince"" is set in this city in southern Germany, site of the country's oldest university",Heidelberg
40,8994,"3 ""O""s",$1600,"The name of a biblical king gives us this adjective meaning ""wise""",Solomonic
40,8994,THAT'S AN EXECUTIVE ORDER,$2000,In 1964 LBJ made this soon-to-be 70-year-old exempt from impending compulsory retirement under federal law,J. Edgar Hoover
40,8994,THE II,$2000,James W. Alexander II was one of the founders of this -ology in which forms like a mug & a donut are equivalent,topology
40,8994,SONGS FROM THE MOVIE SOUNDTRACK,$2000,"It featured ""Kiss"" by Prince & The Revolution, & it wasn't ""Purple Rain""",Under the Cherry Moon
40,8994,FOOD HISTORY,$2000,"A 1940 ad in the Australian Women's Weekly recommended one teaspoon of this spread ""for good health & digestion""",Vegemite
40,8994,WORLD CITIES,$2000,Addis Ababa was founded by this emperor II in the late 1880s,Menelik
40,8994,"3 ""O""s",$2000,Mohammed VI became king of it in 1999,Morocco
40,8993,BRITISH HISTORY,$200,The 1746 Battle of Culloden in this country was the last major one fought on British soil,Scotland
40,8993,THE OLYMPICS,$200,Olympic medley swimming events have these 4 strokes in one race,"butterfly, breaststroke, freestyle & backstroke"
40,8993,RODENTS,$200,"Faked scenes in the 1958 Disney film ""White Wilderness"" aided the false narrative that these Arctic rodents commit suicide",lemmings
40,8993,IT'S SOME KIND OF LAW,$200,A 1925 Geneva protocol forbade the use of bacteriological weapons or this stuff in war,(poison) gas
40,8993,"RATED ""PG""",$200,An improvement in a hotel room or airline seat,upgrade
40,8993,40,$200,"In this sport, 40 is the third point reached in a game",tennis
40,8993,BRITISH HISTORY,$400,"A big 19th c. issue was laws protecting farmers & increasing food prices; even when about wheat or other grains, they were these ""laws""",corn laws
40,8993,THE OLYMPICS,$400,This 18-year-old from Louisville won the light heavyweight boxing gold medal in 1960,Muhammad Ali
40,8993,RODENTS,$400,Species of this burrowing rodent in the U.S. include plains pocket & northern pocket,the gopher
40,8993,IT'S SOME KIND OF LAW,$400,"Newton's first law, which says a body at rest will remain at rest unless acted on by an outside force, is also called the law of this",inertia
40,8993,"RATED ""PG""",$400,A good place to pitch a tent,a campground
40,8993,40,$400,"In Venice, plague caused ships to be isolated in harbors for 40 days, leading to this modern word",quarantine
40,8993,BRITISH HISTORY,$600,"Pope Leo X gave this monarch the title ""Defender of the Faith"" in 1521 for his written work against Martin Luther",Henry VIII
40,8993,THE OLYMPICS,$600,Denmark's Ellen Osiier foiled many of her opponents in 1924 to become the 1st woman to win a gold medal in this sport,fencing
